사업장명,인허가일자,상세영업상태명,소재지전화,도로명주소,지번주소,위도,경도,업태구분명,의료기관종별명,의료인수,입원실수,병상수,총면적,진료과목내용명,데이터기준일자
김일중한의원,1999-03-31,영업중,063-223-1075,전라북도 전주시 완산구 용리로 136 (삼천동1가),전라북도 전주시 완산구 삼천동1가 621-6,35.7973282,127.124297,한의원,한의원,2,0,0,70.4,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
김임신경정신과의원,1999-02-11,영업중,063-272-7676,"전라북도 전주시 완산구 팔달로 232, 한국투자증권빌딩 3층 (서노송동)",전라북도 전주시 완산구 서노송동 614-3,35.82290877,127.1455957,의원,의원,1,0,0,141,신경과+정신건강의학과+가정의학과,2022-06-30
김정형외과의원,1976-04-01,영업중,063-285-1133,전라북도 전주시 완산구 전라감영로 25 (다가동1가),전라북도 전주시 완산구 다가동1가 52-4,35.81494207,127.1421419,의원,의원,1,18,19,0,정형외과,2022-06-30
김정호서울여성한의원,2008-12-23,영업중,063-274-5042,"전라북도 전주시 완산구 영선로 7-24 (중화산동2가, 2층)",전라북도 전주시 완산구 중화산동2가 266-39,35.82395872,127.1236407,한의원,한의원,1,0,0,162.57,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
김정화내과의원,2011-02-23,영업중,063-222-1261,"전라북도 전주시 완산구 백제대로 262, 2,3층 (중화산동2가)",전라북도 전주시 완산구 중화산동2가 650-8,35.81641057,127.1233892,의원,의원,7,0,0,383.94,내과,2022-06-30
김종구내과의원,1997-04-12,영업중,063-288-5874,전라북도 전주시 완산구 팔달로 101-4 (전동),전라북도 전주시 완산구 전동 223-5,35.81190189,127.1491731,의원,의원,1,0,0,0,내과,2022-06-30
김종민가정의학과의원,1999-03-09,영업중,063-251-7525,전라북도 전주시 덕진구 벚꽃로 52 (진북동),전라북도 전주시 덕진구 진북동 417-64,35.82898851,127.1352358,의원,의원,1,0,0,236.8,내과+신경과+외과+정형외과+신경외과+소아청소년과+안과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
김진홍내과의원,1995-12-21,영업중,063-242-6622,전라북도 전주시 덕진구 안덕원로 261 (인후동1가),전라북도 전주시 덕진구 인후동1가 768-9,35.83694684,127.1555388,의원,의원,1,0,0,216.48,내과,2022-06-30
김진환치과의원,1990-01-16,영업중,063-284-1233,전라북도 전주시 완산구 팔달로 202-4 (경원동3가),전라북도 전주시 완산구 경원동3가 47-2,35.82034874,127.1464182,치과의원,치과의원,1,0,0,61.2,예방치과,2022-06-30
김태수마취통증의학과의원,2002-04-26,영업중,063-251-7533,"전라북도 전주시 덕진구 송천중앙로 217, 2층 (송천동1가)",전라북도 전주시 덕진구 송천동1가 809-1,35.86636558,127.1212151,의원,의원,1,0,0,270,마취통증의학과,2022-06-30
김태형정신건강의학과의원,2020-06-24,영업중,063-283-7575,전라북도 전주시 덕진구 건산로 193 (인후동1가),전라북도 전주시 덕진구 인후동1가 426-2,35.83387959,127.1585811,의원,의원,1,0,0,113,신경과+정신건강의학과,2022-06-30
김형준휴정신건강의학과의원,2020-05-08,영업중,063-715-2522,"전라북도 전주시 완산구 용리로 57-3, 3층 (효자동1가)",전라북도 전주시 완산구 효자동1가 669-13,35.79881612,127.1160702,의원,의원,1,0,0,167.48,정신건강의학과,2022-06-30
김혜영소아청소년과의원,1999-12-29,영업중,063-284-7582,"전라북도 전주시 완산구 장승배기로 262, 208호 (평화동1가, 주공상가층)",전라북도 전주시 완산구 평화동1가 445-10,35.79813951,127.1408952,의원,의원,1,0,0,116.02,소아청소년과,2022-06-30
김회민정형외과의원,1996-03-09,영업중,063-226-7600,"전라북도 전주시 완산구 백제대로 141, 3층 (효자동1가)",전라북도 전주시 완산구 효자동1가 548-2,35.80561349,127.1228248,의원,의원,3,0,0,231.99,정형외과,2022-06-30
김효성치과의원,1988-02-29,영업중,063-254-1789,전라북도 전주시 덕진구 백제대로 639 (금암동),전라북도 전주시 덕진구 금암동 1589-1,35.84303518,127.1393153,치과의원,치과의원,1,0,0,132.6,예방치과,2022-06-30
김훈치과의원,1988-03-16,영업중,063-277-2875,전라북도 전주시 덕진구 안덕원로 166-1 (인후동2가),전라북도 전주시 덕진구 인후동2가 232-164,35.83350764,127.1462109,치과의원,치과의원,1,0,0,97.51,치과,2022-06-30
김희곤치과의원,1989-11-10,영업중,063-241-6833,전라북도 전주시 덕진구 백제대로 757 (인후동2가),전라북도 전주시 덕진구 인후동2가 1573-5,35.84664674,127.151565,치과의원,치과의원,1,0,0,187,예방치과,2022-06-30
김희정내과의원,2015-05-18,영업중,063-285-1234,"전라북도 전주시 덕진구 백제대로 686, 3층 302호 (인후동2가)",전라북도 전주시 덕진구 인후동2가 1529-26,35.84371812,127.1443847,의원,의원,1,0,0,198.15,내과+소아청소년과+이비인후과+피부과+비뇨의학과,2022-06-30
꿈드림소아청소년과의원,2009-03-02,영업중,063-245-1182,"전라북도 전주시 덕진구 정언신로 95, 201호 (인후동1가)",전라북도 전주시 덕진구 인후동1가 857-3,35.83138652,127.1642221,의원,의원,3,0,0,171.22,내과+외과+소아청소년과+안과+이비인후과+피부과,2022-06-30
나누리치과의원,2005-09-08,영업중,063-247-2872,"전라북도 전주시 덕진구 석소로 30, 3층 (우아동2가)",전라북도 전주시 덕진구 우아동2가 904-1,35.82994589,127.1692662,치과의원,치과의원,1,0,0,142.93,예방치과,2022-06-30
나눔마취통증의학과의원,2013-05-02,영업중,063-236-0029,전라북도 전주시 완산구 장승배기로 208 (평화동1가),전라북도 전주시 완산구 평화동1가 711-5,35.79626153,127.135416,의원,의원,1,0,0,188,내과+외과+정형외과+신경외과+마취통증의학과+재활의학과,2022-06-30
나란히연합치과의원,2019-05-20,영업중,063-227-5030,전라북도 전주시 완산구 천잠로 164 (효자동2가),전라북도 전주시 완산구 효자동2가 1214-3,35.80241871,127.0993016,치과의원,치과의원,2,0,0,492.15,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+예방치과,2022-06-30
나비아이한의원,1997-03-27,영업중,063-236-1414,"전라북도 전주시 완산구 용머리로 57, 701호 (효자동1가)",전라북도 전주시 완산구 효자동1가 435-3,35.80694364,127.1163265,한의원,한의원,1,0,0,346.94,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
나비한의원,2007-07-13,영업중,063-236-8118,전라북도 전주시 덕진구 인교로 7(우아동1가),전라북도 전주시 덕진구 우아동1가 1103-1,35.82413628,127.1699746,한의원,한의원,1,0,0,116.89,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
나영균내과의원,1999-08-25,영업중,063-278-3366,"전라북도 전주시 덕진구 솔내로 177, 2층 (송천동2가)",전라북도 전주시 덕진구 송천동2가 208,35.86602087,127.1269569,의원,의원,1,0,0,331.46,내과,2022-06-30
날개마취통증의학과의원,2012-11-13,영업중,063-224-5599,"전라북도 전주시 덕진구 아중로 157, 2층 (인후동1가)",전라북도 전주시 덕진구 인후동1가 919-6,35.82655609,127.1667414,의원,의원,1,0,0,239.01,정형외과+신경외과+마취통증의학과,2022-06-30
남경한의원,1993-04-27,영업중,063-284-0707,"전라북도 전주시 완산구 용머리로 34, 하나은행 5층 (효자동1가)",전라북도 전주시 완산구 효자동1가 454-20,35.80575611,127.1140946,한의원,한의원,1,0,0,182.44,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
남문치과의원,2010-12-30,영업중,063-284-1118,전라북도 전주시 완산구 팔달로 101-4 (전동),전라북도 전주시 완산구 전동 223-5,35.81190189,127.1491731,치과의원,치과의원,1,0,0,105.25,치과,2022-06-30
남부연합의원,2007-02-21,영업중,063-287-8200,전라북도 전주시 완산구 팔달로 96 (전동),전라북도 전주시 완산구 전동 253-2,35.81139857,127.1499446,의원,의원,4,6,18,819.23,내과,2022-06-30
남상우내과의원,2021-02-26,영업중,063-905-0103,"전라북도 전주시 완산구 효천중앙로 55, 601~603호 (효자동2가)",전라북도 전주시 완산구 효자동2가 1377-2,35.79895714,127.1078764,의원,의원,1,0,0,406.4,내과,2022-06-30
내이치과의원,2003-07-07,영업중,063-236-0033,전라북도 전주시 완산구 용머리로 57 (효자동1가),전라북도 전주시 완산구 효자동1가 435-3,35.80694364,127.1163265,치과의원,치과의원,1,0,0,119.1,예방치과,2022-06-30
네오치과의원,1996-01-20,영업중,063-243-0006,전라북도 전주시 덕진구 정언신로 89 (인후동1가),전라북도 전주시 덕진구 인후동1가 857-1,35.83129554,127.1636583,치과의원,치과의원,2,0,0,135.38,예방치과+치과,2022-06-30
노블리안치과의원,2011-10-17,영업중,063-284-2875,"전라북도 전주시 완산구 서원로 310, 2층 (중화산동2가)",전라북도 전주시 완산구 중화산동2가 31-4,35.81140888,127.1285105,치과의원,치과의원,1,0,0,361.84,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과,2022-06-30
누가외과연합의원,1998-01-21,영업중,063-286-2717,전라북도 전주시 완산구 장승배기로 268 (평화동1가),전라북도 전주시 완산구 평화동1가 434-15,35.79840632,127.1416305,의원,의원,1,11,23,678.65,외과+정형외과+비뇨의학과,2022-06-30
누가정형외과의원,2000-03-15,영업중,063-255-3232,전라북도 전주시 완산구 용리로 56 (삼천동1가),전라북도 전주시 완산구 삼천동1가 285-10,35.79840488,127.1159665,의원,의원,4,12,29,1152.95,내과+정형외과+신경외과+비뇨의학과+재활의학과,2022-06-30
눈사랑안과의원,2013-12-20,영업중,063-229-9984,전라북도 전주시 완산구 모악로 4746 (평화동1가),전라북도 전주시 완산구 평화동1가 736-3,35.7929159,127.1323047,의원,의원,1,1,1,143.36,안과,2022-06-30
눈이편한안과의원,2008-03-24,영업중,063-244-6655,"전라북도 전주시 덕진구 안덕원로 242, 3층, 4층일부 (인후동1가)",전라북도 전주시 덕진구 인후동1가 772-16,35.83620723,127.1533987,의원,의원,3,0,0,406.69,안과,2022-06-30
뉴미래치과의원,2001-04-04,영업중,063-228-2752,전라북도 전주시 완산구 백제대로 120 (효자동1가),전라북도 전주시 완산구 효자동1가 222-2,35.80387688,127.1246333,치과의원,치과의원,1,0,0,105,예방치과,2022-06-30
뉴욕치과의원,2003-07-07,영업중,063-236-2875,전라북도 전주시 완산구 유연로 278 (중화산동2가),전라북도 전주시 완산구 중화산동2가 744-1,35.82515831,127.1160362,치과의원,치과의원,1,0,0,151.7,예방치과,2022-06-30
늘 건강한 한의원,2009-02-05,영업중,063-272-7585,전라북도 전주시 덕진구 안덕원로 204 (인후동1가),전라북도 전주시 덕진구 인후동1가 660-5,35.83549907,127.1496443,한의원,한의원,1,0,0,172.37,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
늘편한내과의원,2015-08-21,영업중,063-284-2600,"전라북도 전주시 완산구 장승배기로 208, 3층 (평화동1가)",전라북도 전주시 완산구 평화동1가 711-5,35.79626153,127.135416,의원,의원,1,0,0,333.62,내과,2022-06-30
늘편한유항외과의원,2006-09-14,영업중,063-277-7582,"전라북도 전주시 덕진구 송천중앙로 167, 3,4층 (송천동1가)",전라북도 전주시 덕진구 송천동1가 459-1,35.86195379,127.1211915,의원,의원,2,7,16,715.86,외과,2022-06-30
늘편한치과의원,2020-07-21,영업중,063-291-8200,전라북도 전주시 덕진구 쪽구름로 42 (여의동2가),전라북도 전주시 덕진구 동산동 708-4,35.86927922,127.0775494,치과의원,치과의원,1,0,0,132.33,구강악안면외과+치과보철과+치과교정과+소아치과+치주과+치과보존과+구강내과+영상치의학과+구강병리과+예방치과+통합치의학과,2022-06-30
늘푸른소아청소년과의원,2002-04-30,영업중,063-275-7582,전라북도 전주시 완산구 당산로 27 (서신동),전라북도 전주시 완산구 서신동 763-1,35.83234831,127.111435,의원,의원,1,0,0,0,소아청소년과,2022-06-30
늘품애한의원,2021-04-23,영업중,063-715-1075,"전라북도 전주시 완산구 홍산로 250, 2층 201호 (효자동3가)",전라북도 전주시 완산구 효자동3가 1531-4,35.81603724,127.1064466,한의원,한의원,1,0,0,191.19,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
다경한의원,2022-06-17,영업중,063-272-0184,"전라북도 전주시 덕진구 솔내로 184, 302호 (송천동2가)",전라북도 전주시 덕진구 송천동2가 220-8,35.86633561,127.1274432,한의원,한의원,1,0,0,127.4,한방내과+한방부인과+한방소아과+한방안·이비인후·피부과+한방신경정신과+한방재활의학과+사상체질과+침구과,2022-06-30
다나은가정의학과의원,2022-04-28,영업중,063-282-7772,"전라북도 전주시 완산구 흑석로 42, 2~3층 (서서학동)",전라북도 전주시 완산구 서서학동 970-7,35.80045474,127.1506524,의원,의원,1,0,0,335.92,내과+신경과+정신건강의학과+정형외과+소아청소년과+이비인후과+피부과+비뇨의학과+가정의학과,2022-06-30
다나이비인후과의원,2022-03-07,영업중,063-226-4300,"전라북도 전주시 완산구 용리로 127, 삼천삼익아파트 상가동 1층 일부호 (삼천동1가)",전라북도 전주시 완산구 삼천동1가 706,35.7979697,127.123708,의원,의원,1,0,0,172,이비인후과,2022-06-30
